,midi_note_num,diatonic_note_num,chromatic_pitch_class,onset,duration,velocity,relative_chromatic_pitch,relative_diatonic_pitch,chromatic_scale_degree,diatonic_scale_degree,chromatic_interval,diatonic_interval,parsons_code,parsons_cumsum
27,69,34,9,42.0,1.0,66,62,29,2,2,0,0,0,-3
28,67,33,7,43.0,3.0,62,60,28,0,1,-2,-1,-1,-4
29,74,37,2,48.0,1.0,59,67,32,7,5,7,4,1,-3
30,74,37,2,49.0,2.0,63,67,32,7,5,0,0,0,-3
31,73,36,1,51.0,1.0,64,66,31,6,4,-1,-1,-1,-4
32,74,37,2,52.0,2.0,59,67,32,7,5,1,1,1,-3
33,76,38,4,54.0,1.0,66,69,33,9,6,2,1,1,-2
34,74,37,2,55.0,2.0,62,67,32,7,5,-2,-1,-1,-3
35,71,35,11,57.0,1.0,61,64,30,4,3,-3,-2,-1,-4
36,67,33,7,58.0,2.0,63,60,28,0,1,-4,-2,-1,-5
37,65,32,5,60.0,1.0,62,58,27,10,7,-2,-1,-1,-6
38,64,31,4,61.0,2.0,71,57,26,9,6,-1,-1,-1,-7
39,67,33,7,63.0,1.0,58,60,28,0,1,3,2,1,-6
40,72,36,0,64.0,2.0,66,65,31,5,4,5,3,1,-5
41,74,37,2,66.0,1.0,59,67,32,7,5,2,1,1,-4
42,76,38,4,67.0,3.0,67,69,33,9,6,2,1,1,-3
43,76,38,4,72.0,1.0,65,69,33,9,6,0,0,0,-3
44,74,37,2,73.0,2.0,66,67,32,7,5,-2,-1,-1,-4
45,73,36,1,75.0,1.0,63,66,31,6,4,-1,-1,-1,-5
46,74,37,2,76.0,2.0,60,67,32,7,5,1,1,1,-4
47,76,38,4,78.0,1.0,62,69,33,9,6,2,1,1,-3
48,74,37,2,79.0,2.0,67,67,32,7,5,-2,-1,-1,-4
49,71,35,11,81.0,1.0,61,64,30,4,3,-3,-2,-1,-5
50,67,33,7,82.0,2.0,64,60,28,0,1,-4,-2,-1,-6
51,72,36,0,84.0,1.0,62,65,31,5,4,5,3,1,-5
52,71,35,11,85.0,2.0,71,64,30,4,3,-1,-1,-1,-6
53,71,35,11,87.0,1.0,66,64,30,4,3,0,0,0,-6
54,69,34,9,88.0,2.0,56,62,29,2,2,-2,-1,-1,-7
55,69,34,9,90.0,1.0,63,62,29,2,2,0,0,0,-7
56,67,33,7,91.0,3.0,68,60,28,0,1,-2,-1,-1,-8
57,64,31,4,96.0,1.0,58,57,26,9,6,-3,-2,-1,-9
58,64,31,4,97.0,2.0,65,57,26,9,6,0,0,0,-9
59,65,32,5,99.0,1.0,63,58,27,10,7,1,1,1,-8
60,67,33,7,100.0,2.0,61,60,28,0,1,2,1,1,-7
61,64,31,4,102.0,1.0,64,57,26,9,6,-3,-2,-1,-8
62,64,31,4,103.0,2.0,63,57,26,9,6,0,0,0,-8
63,65,32,5,105.0,1.0,61,58,27,10,7,1,1,1,-7
64,67,33,7,106.0,3.0,66,60,28,0,1,2,1,1,-6
65,72,36,0,109.0,2.0,67,65,31,5,4,5,3,1,-5
66,74,37,2,111.0,1.0,66,67,32,7,5,2,1,1,-4
67,76,38,4,112.0,2.0,64,69,33,9,6,2,1,1,-3
68,74,37,2,114.0,1.0,63,67,32,7,5,-2,-1,-1,-4
69,72,36,0,115.0,2.0,69,65,31,5,4,-2,-1,-1,-5
70,71,35,11,117.0,1.0,66,64,30,4,3,-1,-1,-1,-6
71,71,35,11,118.0,3.0,56,64,30,4,3,0,0,0,-6
72,69,34,9,121.0,3.0,67,62,29,2,2,-2,-1,-1,-7
73,71,35,11,124.0,2.0,62,64,30,4,3,2,1,1,-6
74,72,36,0,126.0,1.0,60,65,31,5,4,1,1,1,-5
75,67,33,7,127.0,3.0,71,60,28,0,1,-5,-3,-1,-6
76,72,36,0,130.0,2.0,56,65,31,5,4,5,3,1,-5
77,74,37,2,132.0,1.0,64,67,32,7,5,2,1,1,-4
78,76,38,4,133.0,3.0,62,69,33,9,6,2,1,1,-3
79,74,37,2,136.0,3.0,62,67,32,7,5,-2,-1,-1,-4
80,72,36,0,139.0,3.0,67,65,31,5,4,-2,-1,-1,-5
